,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age(days),device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
5920,Laptop,96189504,Apple,MacBook,2014-04-13,2021-03-31,2022-02-17,2867,No,No,Yes,Poor,1.25,Poor
5921,Feature Phone,26734613,Nokia,215,2015-11-20,2021-01-25,2022-01-11,2244,No,Yes,No,Poor,4.26,Poor
5922,Feature Phone,24416610,Samsung,125,2018-05-14,2021-07-23,2022-02-02,1360,Yes,No,Yes,Average,9.73,Average
5923,Laptop,23550094,Apple,ProBook,2014-02-15,2021-03-20,2022-01-17,2893,Yes,Yes,Yes,Average,7.94,Average
5924,Smart Phone,13831790,Blackberry,Aurora,2020-01-29,2021-08-01,2022-01-28,730,Yes,Yes,Yes,Average,10.7,Average
5925,Laptop,01786279,Apple,ProBook,2015-12-05,2021-06-29,2022-01-22,2240,No,No,No,Average,8.98,Average
5926,Feature Phone,84159373,Nokia,125,2014-07-31,2021-01-10,2022-02-07,2748,No,No,No,Average,10.87,Average
5927,Feature Phone,43424061,Nokia,125,2017-02-26,2021-01-25,2022-01-22,1791,No,Yes,No,Poor,1.62,Poor
5928,Feature Phone,56001983,Samsung,5310,2020-08-22,2021-04-19,2022-02-06,533,Yes,Yes,Yes,Average,9.15,Average
5929,Laptop,91063816,Dell,Inspiron,2017-11-10,2021-02-06,2022-02-01,1544,No,No,No,Poor,4.75,Poor
5930,Feature Phone,52328503,Samsung,125,2019-09-27,2021-06-30,2022-02-12,869,Yes,No,Yes,Average,6.35,Average
5931,Feature Phone,85782143,Nokia,225,2018-11-21,2021-05-15,2022-02-17,1184,No,Yes,No,Poor,3.13,Poor
5932,Feature Phone,52538490,Samsung,215,2014-07-19,2021-01-09,2022-01-16,2738,No,Yes,No,Average,7.26,Average
5933,Feature Phone,74188857,Nokia,225,2016-08-28,2021-04-30,2022-01-24,1975,No,Yes,No,Average,6.98,Average
5934,Smart Phone,11398981,OnePlus,OnePlus 6T,2019-10-30,2021-03-20,2022-01-25,818,No,No,No,Average,7.52,Average
5935,Laptop,38937705,HP,Probook,2017-02-23,2021-03-25,2022-01-04,1776,No,No,No,Good,19.73,Good
5936,Smart Phone,05914357,Blackberry,Torch,2014-09-24,2021-03-12,2022-01-28,2683,No,No,No,Average,7.78,Average
5937,Smart Phone,89218099,OnePlus,OnePlus 6,2015-07-13,2021-05-04,2022-02-14,2408,No,No,Yes,Poor,1.79,Poor
5938,Laptop,54824881,Lenovo,ThinkPad,2016-02-23,2021-04-15,2022-01-17,2155,No,Yes,Yes,Poor,4.1,Poor
5939,Feature Phone,17803601,Nokia,125,2020-06-19,2021-07-03,2022-02-15,606,Yes,No,Yes,Average,6.59,Average
5940,Feature Phone,67060368,Samsung,8000,2019-01-08,2021-01-04,2022-02-01,1120,No,No,No,Good,19.83,Good
5941,Smart Phone,80221937,Nokia,X10,2018-07-05,2021-02-03,2022-01-25,1300,No,No,Yes,Poor,1.3,Poor
5942,Feature Phone,77488213,Samsung,8000,2014-05-03,2021-07-07,2022-01-16,2815,No,No,No,Poor,4.21,Poor
5943,Smart Phone,01868098,Blackberry,Leap,2016-10-09,2021-05-06,2022-01-02,1911,No,No,No,Good,15.76,Good
5944,Laptop,32107579,Dell,Inspiron,2020-10-13,2021-04-26,2022-01-05,449,No,No,Yes,Poor,1.82,Poor
5945,Feature Phone,43563487,Samsung,6300,2018-10-22,2021-03-28,2022-01-06,1172,No,Yes,Yes,Good,12.95,Good
5946,Feature Phone,76090387,Samsung,5310,2015-01-16,2021-08-02,2022-02-17,2589,No,No,No,Good,19.16,Good
5947,Feature Phone,85274266,Nokia,215,2015-11-30,2021-05-17,2022-01-16,2239,No,No,Yes,Poor,3.62,Poor
5948,Smart Phone,89192795,Blackberry,Aurora,2017-06-06,2021-04-13,2022-01-01,1670,No,Yes,No,Average,7.77,Average
5949,Smart Phone,53589897,Nokia,X20,2017-07-03,2021-02-21,2022-01-02,1644,Yes,No,Yes,Average,9.9,Average
5950,Laptop,43567676,Lenovo,ThinkPad,2020-06-22,2021-08-06,2022-01-12,569,No,Yes,No,Poor,1.96,Poor
5951,Feature Phone,51470418,Samsung,225,2016-07-09,2021-01-29,2022-01-02,2003,No,No,No,Good,15.84,Good
5952,Feature Phone,90210532,Samsung,6300,2018-09-30,2021-01-14,2022-01-22,1210,No,No,Yes,Good,13.19,Good
5953,Laptop,84287878,Dell,Inspiron,2018-10-20,2021-01-17,2022-01-05,1173,No,Yes,No,Poor,3.12,Poor
5954,Laptop,28257967,Apple,ProBook,2015-10-23,2021-04-01,2022-01-27,2288,No,No,No,Poor,1.15,Poor
5955,Feature Phone,42320128,Nokia,5310,2014-04-26,2021-02-24,2022-02-19,2856,No,Yes,No,Poor,4.95,Poor
5956,Smart Phone,70087222,OnePlus,OnePlus 7,2016-07-18,2021-01-04,2022-02-02,2025,No,No,No,Average,7.23,Average
5957,Feature Phone,48337724,Samsung,5310,2016-06-12,2021-01-25,2022-02-18,2077,No,Yes,No,Average,9.61,Average
5958,Feature Phone,65109571,Nokia,225,2015-10-07,2021-06-08,2022-01-18,2295,Yes,Yes,Yes,Poor,3.16,Poor
5959,Smart Phone,18743951,Nokia,X100,2019-12-20,2021-03-18,2022-01-22,764,Yes,No,Yes,Poor,3.85,Poor
5960,Laptop,60308269,Apple,MacBook,2020-09-18,2021-03-03,2022-01-09,478,No,No,Yes,Good,12.72,Good
5961,Smart Phone,11974338,Blackberry,Passport,2019-03-01,2021-07-25,2022-02-09,1076,No,Yes,Yes,Poor,1.81,Poor
5962,Laptop,26531182,Apple,ProBook,2019-09-09,2021-03-27,2022-01-02,846,No,No,Yes,Poor,3.33,Poor
5963,Feature Phone,48203074,Samsung,6300,2017-05-02,2021-01-19,2022-01-29,1733,No,No,No,Good,18.62,Good
5964,Feature Phone,03223741,Nokia,5310,2018-10-14,2021-01-11,2022-02-06,1211,No,Yes,Yes,Average,10.0,Average
5965,Laptop,73730279,Dell,Vostro,2020-07-04,2021-05-06,2022-01-16,561,No,Yes,No,Good,12.83,Good
5966,Laptop,67777914,HP,Pavilion,2018-10-03,2021-03-31,2022-02-18,1234,No,Yes,No,Average,10.84,Average
5967,Smart Phone,41195246,Blackberry,Leap,2019-09-20,2021-01-29,2022-01-14,847,No,No,No,Good,17.81,Good
5968,Smart Phone,23649859,Blackberry,Aurora,2017-09-03,2021-05-10,2022-01-29,1609,No,No,No,Average,6.49,Average
5969,Laptop,94176803,Apple,MacBook,2020-12-25,2021-03-11,2022-01-04,375,No,Yes,No,Poor,1.2,Poor
5970,Laptop,60298232,HP,Probook,2014-01-11,2021-04-07,2022-02-09,2951,No,Yes,Yes,Poor,3.45,Poor
5971,Laptop,02450605,Apple,MacBook,2015-02-27,2021-07-23,2022-01-11,2510,No,Yes,No,Good,19.49,Good
5972,Smart Phone,57497051,Nokia,X20,2018-09-10,2021-01-18,2022-01-15,1223,Yes,Yes,Yes,Poor,1.21,Poor
5973,Laptop,65117354,Apple,ProBook,2019-06-29,2021-01-29,2022-01-18,934,No,Yes,Yes,Average,8.9,Average
5974,Smart Phone,98441310,Samsung,Galaxy Note 9,2019-08-28,2021-06-29,2022-01-04,860,No,No,No,Poor,4.21,Poor
5975,Smart Phone,66303237,OnePlus,OnePlus 6,2019-12-07,2021-01-06,2022-01-22,777,No,No,Yes,Average,6.55,Average
5976,Smart Phone,34460641,Blackberry,Q5,2015-04-01,2021-05-22,2022-02-20,2517,No,Yes,No,Poor,2.83,Poor
5977,Smart Phone,60173881,Samsung,Galaxy Note 9,2015-06-10,2021-03-20,2022-01-25,2421,No,Yes,No,Average,10.94,Average
5978,Laptop,89532010,Dell,Inspiron,2016-09-28,2021-03-25,2022-02-07,1958,No,Yes,No,Average,6.57,Average
5979,Feature Phone,60395429,Samsung,215,2017-01-01,2021-08-08,2022-02-07,1863,No,Yes,No,Poor,3.56,Poor
5980,Laptop,01834635,Lenovo,Ideapad,2020-02-26,2021-01-14,2022-01-12,686,No,No,No,Average,9.17,Average
5981,Feature Phone,65446300,Samsung,125,2016-04-13,2021-01-11,2022-01-27,2115,Yes,No,Yes,Average,8.37,Average
5982,Smart Phone,01527889,Oppo,Neo,2017-06-09,2021-05-16,2022-01-13,1679,No,No,No,Average,7.5,Average
5983,Laptop,99174736,Lenovo,Ideapad,2017-02-05,2021-01-10,2022-01-23,1813,No,No,No,Average,6.68,Average
5984,Laptop,68531096,Dell,Vostro,2014-10-19,2021-04-11,2022-01-08,2638,No,Yes,Yes,Good,13.56,Good
5985,Feature Phone,13525880,Samsung,215,2016-09-22,2021-06-11,2022-01-06,1932,No,No,No,Average,8.1,Average
5986,Feature Phone,95056616,Samsung,125,2016-03-09,2021-06-26,2022-02-12,2166,No,Yes,No,Good,17.91,Good
5987,Feature Phone,24602587,Samsung,225,2018-07-29,2021-04-09,2022-01-13,1264,No,No,No,Average,8.37,Average
5988,Laptop,29871421,Dell,Vostro,2018-10-23,2021-03-23,2022-02-13,1209,Yes,Yes,Yes,Good,19.1,Good
5989,Smart Phone,21788208,Blackberry,Passport,2019-06-19,2021-06-03,2022-01-19,945,Yes,Yes,Yes,Good,17.35,Good
5990,Smart Phone,42327936,Samsung,Galaxy S9,2020-07-19,2021-03-17,2022-02-05,566,Yes,No,Yes,Poor,4.87,Poor
5991,Laptop,19877136,Lenovo,ThinkPad,2014-02-19,2021-04-07,2022-01-19,2891,Yes,No,Yes,Poor,2.9,Poor
5992,Smart Phone,21870033,Samsung,Galaxy J7 duo,2018-04-09,2021-06-11,2022-02-03,1396,No,No,No,Poor,1.24,Poor
5993,Feature Phone,43493418,Nokia,8000,2020-05-12,2021-03-05,2022-01-10,608,No,No,No,Poor,4.0,Poor
5994,Smart Phone,35928393,Blackberry,Curve,2020-12-28,2021-07-09,2022-02-20,419,Yes,Yes,Yes,Poor,2.5,Poor
5995,Feature Phone,76760242,Samsung,8000,2016-02-24,2021-04-13,2022-01-16,2153,Yes,Yes,Yes,Average,9.62,Average
5996,Laptop,14141621,Lenovo,ThinkPad,2020-09-19,2021-02-06,2022-02-08,507,No,Yes,No,Good,14.15,Good
5997,Laptop,05229239,Apple,ProBook,2018-08-07,2021-03-26,2022-02-08,1281,Yes,Yes,Yes,Good,12.47,Good
5998,Smart Phone,92935877,Samsung,Galaxy J7 duo,2014-06-17,2021-01-13,2022-01-15,2769,No,No,No,Poor,2.76,Poor
5999,Laptop,40292649,HP,Probook,2017-09-26,2021-07-21,2022-01-15,1572,No,No,No,Average,7.3,Average
6000,Feature Phone,39406354,Nokia,215,2018-06-11,2021-07-20,2022-02-18,1348,No,No,No,Average,6.98,Average
6001,Feature Phone,82667894,Nokia,215,2016-12-06,2021-04-24,2022-02-05,1887,No,No,Yes,Average,10.76,Average
6002,Feature Phone,97415428,Samsung,5310,2018-11-27,2021-02-10,2022-02-19,1180,No,No,Yes,Average,6.75,Average
6003,Laptop,49752489,HP,Pavilion,2016-08-06,2021-04-17,2022-01-22,1995,No,No,No,Poor,3.91,Poor
6004,Smart Phone,59889175,Blackberry,Q5,2020-06-01,2021-01-30,2022-02-05,614,No,Yes,Yes,Average,7.51,Average
6005,Smart Phone,35189190,Apple,Iphone XS,2018-09-12,2021-06-27,2022-02-11,1248,No,Yes,No,Average,8.66,Average
6006,Smart Phone,59446255,Samsung,Galaxy Note 9,2019-12-05,2021-03-25,2022-01-17,774,No,Yes,No,Average,9.14,Average
6007,Feature Phone,61508460,Nokia,215,2017-04-05,2021-08-07,2022-01-15,1746,Yes,Yes,Yes,Poor,3.16,Poor
6008,Smart Phone,38683909,Apple,Iphone 5,2016-11-30,2021-02-27,2022-01-02,1859,Yes,No,Yes,Good,13.94,Good
6009,Laptop,77435774,Lenovo,ThinkPad,2016-03-27,2021-04-29,2022-02-04,2140,No,No,Yes,Average,6.47,Average
6010,Smart Phone,44303952,OnePlus,OnePlus 7pro,2020-03-07,2021-02-05,2022-01-22,686,No,Yes,No,Poor,2.69,Poor
6011,Smart Phone,45252037,Apple,Iphone 11,2017-12-20,2021-01-05,2022-02-11,1514,No,Yes,Yes,Poor,1.5,Poor
6012,Smart Phone,76263781,Blackberry,Q10,2020-11-06,2021-01-08,2022-02-05,456,No,No,Yes,Average,9.2,Average
6013,Feature Phone,11657644,Nokia,215,2020-05-04,2021-06-18,2022-02-15,652,No,No,No,Poor,4.21,Poor
6014,Feature Phone,84101075,Nokia,215,2018-01-09,2021-06-15,2022-02-11,1494,No,Yes,No,Good,15.18,Good
6015,Smart Phone,66729150,Samsung,Galaxy A6,2017-04-18,2021-06-02,2022-01-04,1722,Yes,No,Yes,Average,8.53,Average
6016,Laptop,58046692,HP,Probook,2020-03-03,2021-03-02,2022-01-11,679,No,No,No,Average,7.51,Average
6017,Smart Phone,95656731,Apple,Iphone 12,2019-04-28,2021-03-31,2022-02-03,1012,No,No,No,Good,18.9,Good
6018,Feature Phone,66069485,Samsung,8000,2019-03-29,2021-02-18,2022-01-26,1034,No,No,No,Good,14.16,Good
6019,Smart Phone,94758177,OnePlus,OnePlus 7pro,2015-03-06,2021-02-13,2022-02-10,2533,Yes,No,Yes,Poor,2.85,Poor
6020,Laptop,82094539,Apple,MacBook,2019-03-29,2021-06-22,2022-01-20,1028,No,No,No,Poor,3.89,Poor
6021,Smart Phone,09764668,Apple,Iphone 11,2020-01-31,2021-04-30,2022-02-20,751,No,Yes,No,Poor,1.78,Poor
6022,Smart Phone,68570101,OnePlus,OnePlus 6,2020-11-18,2021-02-23,2022-02-05,444,No,Yes,Yes,Good,18.9,Good
6023,Laptop,82335243,Lenovo,ThinkPad,2017-06-15,2021-08-05,2022-01-26,1686,Yes,No,Yes,Good,18.42,Good
6024,Smart Phone,41945834,Blackberry,Q5,2017-12-21,2021-04-13,2022-01-31,1502,Yes,Yes,Yes,Good,12.18,Good
6025,Smart Phone,74039319,Samsung,Galaxy J7 duo,2017-08-26,2021-03-20,2022-02-19,1638,No,No,No,Poor,1.12,Poor
6026,Laptop,32603965,Dell,Vostro,2018-07-29,2021-05-02,2022-02-13,1295,No,Yes,Yes,Poor,4.65,Poor
6027,Laptop,09323414,HP,Pavilion,2017-11-13,2021-01-26,2022-01-03,1512,Yes,Yes,Yes,Poor,4.22,Poor
6028,Laptop,18161724,HP,Probook,2019-06-05,2021-06-23,2022-02-04,975,No,Yes,No,Average,9.86,Average
6029,Laptop,65786819,Lenovo,Ideapad,2018-09-27,2021-06-01,2022-01-03,1194,No,Yes,Yes,Poor,4.24,Poor
6030,Laptop,63682632,Lenovo,ThinkPad,2015-11-21,2021-03-17,2022-01-18,2250,No,Yes,No,Poor,1.65,Poor
6031,Feature Phone,68234775,Nokia,215,2015-05-16,2021-01-19,2022-01-26,2447,Yes,No,Yes,Good,18.79,Good
6032,Smart Phone,11903741,Samsung,Galaxy A8s,2019-08-26,2021-04-15,2022-01-04,862,No,Yes,Yes,Good,12.73,Good
6033,Smart Phone,54863378,Oppo,Find 7,2014-03-07,2021-02-12,2022-02-06,2893,Yes,Yes,Yes,Average,8.96,Average
6034,Laptop,95956442,Dell,Inspiron,2016-11-23,2021-03-13,2022-01-16,1880,No,No,Yes,Good,19.5,Good
6035,Smart Phone,00696715,Nokia,C20 Plus,2014-06-30,2021-01-25,2022-02-07,2779,No,Yes,No,Poor,2.31,Poor
6036,Laptop,33642505,HP,Probook,2020-11-20,2021-03-23,2022-01-27,433,No,Yes,No,Average,8.42,Average
6037,Smart Phone,33424040,OnePlus,OnePlus 7pro,2020-02-20,2021-02-15,2022-01-09,689,No,No,Yes,Good,18.79,Good
6038,Laptop,33273518,Dell,Vostro,2019-03-03,2021-02-24,2022-01-16,1050,No,No,Yes,Good,17.39,Good
6039,Laptop,01603668,Lenovo,ThinkPad,2020-03-31,2021-02-25,2022-01-02,642,Yes,No,Yes,Poor,1.47,Poor
6040,Laptop,52396571,Lenovo,Ideapad,2018-03-11,2021-08-03,2022-02-10,1432,No,No,Yes,Average,6.48,Average
6041,Laptop,07285578,Apple,ProBook,2020-08-29,2021-05-15,2022-01-30,519,No,Yes,Yes,Poor,1.81,Poor
6042,Laptop,78976177,HP,Probook,2017-07-14,2021-06-26,2022-01-17,1648,No,No,No,Poor,3.96,Poor
6043,Feature Phone,88415833,Nokia,8000,2020-04-03,2021-02-16,2022-01-22,659,Yes,Yes,Yes,Poor,1.43,Poor
6044,Laptop,59908364,Lenovo,Ideapad,2016-09-23,2021-05-14,2022-01-07,1932,Yes,No,Yes,Good,17.37,Good
6045,Laptop,08498854,HP,Pavilion,2017-06-08,2021-04-10,2022-02-01,1699,No,Yes,No,Poor,4.23,Poor
6046,Smart Phone,80354338,Blackberry,Passport,2015-08-09,2021-05-09,2022-02-14,2381,No,No,No,Poor,1.24,Poor
6047,Laptop,04495628,Dell,Vostro,2018-12-27,2021-01-13,2022-01-29,1129,No,Yes,No,Poor,2.13,Poor
6048,Feature Phone,27653647,Nokia,6300,2017-04-30,2021-02-05,2022-02-13,1750,No,No,Yes,Poor,2.9,Poor
6049,Feature Phone,15490582,Nokia,125,2015-09-26,2021-03-05,2022-01-17,2305,No,Yes,Yes,Poor,3.2,Poor
6050,Feature Phone,71216430,Samsung,215,2017-10-15,2021-02-23,2022-02-14,1583,No,No,No,Poor,4.67,Poor
6051,Feature Phone,67427666,Samsung,8000,2018-06-15,2021-03-21,2022-02-06,1332,Yes,No,Yes,Average,10.6,Average
6052,Laptop,00978996,Dell,Vostro,2015-07-22,2021-07-17,2022-01-11,2365,No,Yes,No,Poor,1.79,Poor
6053,Laptop,43802890,Lenovo,ThinkPad,2018-08-21,2021-05-13,2022-02-12,1271,No,No,No,Poor,2.76,Poor
6054,Feature Phone,07277894,Nokia,225,2020-07-13,2021-03-20,2022-01-05,541,No,Yes,No,Poor,2.18,Poor
6055,Smart Phone,97129745,Oppo,A3s,2015-12-16,2021-01-30,2022-01-12,2219,No,No,Yes,Poor,4.6,Poor
6056,Smart Phone,76552502,Apple,Iphone 7,2019-04-07,2021-04-12,2022-01-13,1012,No,No,No,Average,6.74,Average
6057,Smart Phone,48931625,Nokia,XR20,2016-10-14,2021-07-26,2022-01-20,1924,No,Yes,Yes,Average,8.77,Average
6058,Feature Phone,09719743,Nokia,8000,2020-09-13,2021-02-23,2022-01-04,478,No,No,Yes,Average,8.74,Average
6059,Feature Phone,22839312,Samsung,6300,2016-05-04,2021-06-20,2022-01-23,2090,Yes,Yes,Yes,Average,10.9,Average
6060,Laptop,27645819,HP,Probook,2020-01-29,2021-05-12,2022-01-02,704,No,Yes,No,Good,12.35,Good
6061,Feature Phone,52292798,Nokia,225,2014-01-15,2021-05-26,2022-02-09,2947,No,Yes,Yes,Average,7.38,Average
6062,Smart Phone,53891662,Oppo,Find 7,2015-03-04,2021-04-24,2022-02-09,2534,No,No,No,Good,18.4,Good
6063,Laptop,36137398,Lenovo,ThinkPad,2014-07-07,2021-01-18,2022-01-22,2756,No,Yes,Yes,Poor,3.95,Poor
6064,Smart Phone,84023810,Oppo,R1,2015-03-22,2021-03-31,2022-01-28,2504,Yes,Yes,Yes,Average,7.11,Average
6065,Smart Phone,52000591,Samsung,Galaxy A6,2015-09-20,2021-07-17,2022-01-28,2322,No,No,Yes,Good,17.49,Good
6066,Laptop,96234426,Dell,Vostro,2018-10-21,2021-06-09,2022-02-19,1217,No,Yes,Yes,Average,6.95,Average
6067,Feature Phone,19344195,Nokia,5310,2019-07-04,2021-01-11,2022-01-31,942,No,Yes,No,Average,6.5,Average
6068,Smart Phone,35888208,Blackberry,Curve,2014-10-17,2021-06-24,2022-02-02,2665,No,Yes,Yes,Poor,4.9,Poor
6069,Feature Phone,13910327,Nokia,6300,2018-01-16,2021-05-24,2022-01-07,1452,No,No,No,Poor,2.2,Poor
6070,Laptop,40617398,Apple,ProBook,2019-11-12,2021-07-18,2022-01-26,806,Yes,No,Yes,Average,7.49,Average
6071,Smart Phone,93197748,Apple,Iphone 8,2017-01-19,2021-04-12,2022-02-11,1849,Yes,Yes,Yes,Average,10.8,Average
6072,Smart Phone,71526263,Samsung,Galaxy S9,2018-09-24,2021-07-10,2022-02-03,1228,No,No,No,Average,6.75,Average
6073,Feature Phone,92956483,Nokia,8000,2019-05-26,2021-05-27,2022-01-28,978,Yes,Yes,Yes,Good,18.46,Good
6074,Feature Phone,32287776,Nokia,5310,2015-12-21,2021-02-10,2022-02-08,2241,Yes,Yes,Yes,Average,6.4,Average
6075,Smart Phone,22065551,Nokia,G50,2020-12-01,2021-02-11,2022-02-08,434,No,No,Yes,Poor,2.69,Poor
6076,Smart Phone,27076019,Samsung,Galaxy J7 duo,2016-12-07,2021-07-07,2022-01-18,1868,Yes,Yes,Yes,Good,14.6,Good
6077,Feature Phone,18967777,Nokia,5310,2014-08-15,2021-05-15,2022-02-13,2739,No,Yes,Yes,Average,7.72,Average
6078,Laptop,43770908,Lenovo,Ideapad,2017-02-25,2021-06-17,2022-02-09,1810,No,Yes,Yes,Average,10.56,Average
6079,Feature Phone,62571494,Nokia,215,2014-12-19,2021-08-08,2022-01-06,2575,Yes,Yes,Yes,Poor,2.35,Poor
6080,Feature Phone,59929758,Nokia,225,2020-10-31,2021-04-19,2022-01-21,447,No,No,No,Good,19.65,Good
6081,Feature Phone,49972559,Nokia,6300,2017-03-10,2021-02-25,2022-01-04,1761,No,Yes,Yes,Average,9.71,Average
6082,Feature Phone,64186382,Samsung,8000,2020-11-28,2021-01-19,2022-02-01,430,No,No,Yes,Average,8.24,Average
6083,Smart Phone,15125781,Nokia,X100,2016-08-19,2021-06-20,2022-01-17,1977,No,Yes,Yes,Good,18.7,Good
6084,Feature Phone,47364318,Samsung,8000,2020-03-07,2021-04-06,2022-01-17,681,Yes,No,Yes,Poor,1.25,Poor
6085,Smart Phone,72971109,Blackberry,Torch,2016-12-19,2021-07-04,2022-01-12,1850,No,Yes,No,Average,8.6,Average
6086,Smart Phone,74956074,OnePlus,OnePlus nord,2018-12-24,2021-03-24,2022-02-13,1147,No,No,No,Poor,1.38,Poor
6087,Feature Phone,35766834,Samsung,125,2016-04-27,2021-02-06,2022-02-18,2123,No,No,Yes,Average,6.56,Average
6088,Smart Phone,40566085,Blackberry,Torch,2018-10-24,2021-06-21,2022-02-18,1213,No,No,No,Good,15.73,Good
6089,Feature Phone,27258767,Nokia,215,2019-04-09,2021-07-06,2022-01-30,1027,No,Yes,No,Average,6.58,Average
6090,Smart Phone,92190733,Apple,Iphone X,2016-04-28,2021-03-26,2022-01-29,2102,No,Yes,Yes,Good,12.92,Good
6091,Laptop,34282878,Lenovo,ThinkPad,2020-11-17,2021-04-07,2022-01-19,428,No,Yes,Yes,Good,16.34,Good
6092,Feature Phone,11183068,Nokia,5310,2016-01-30,2021-02-12,2022-01-21,2183,Yes,Yes,Yes,Average,6.32,Average
6093,Smart Phone,14099366,Blackberry,Aurora,2019-10-14,2021-06-11,2022-01-17,826,No,No,Yes,Poor,4.11,Poor
6094,Feature Phone,31941112,Samsung,225,2020-05-30,2021-02-20,2022-01-16,596,Yes,Yes,Yes,Average,9.55,Average
6095,Feature Phone,36368891,Samsung,225,2020-07-28,2021-03-05,2022-01-28,549,Yes,Yes,Yes,Average,7.3,Average
6096,Feature Phone,89163559,Samsung,215,2018-06-20,2021-02-21,2022-01-14,1304,No,Yes,Yes,Poor,1.9,Poor
6097,Laptop,75250942,Dell,Vostro,2016-12-29,2021-02-16,2022-02-17,1876,Yes,Yes,Yes,Average,7.43,Average
6098,Smart Phone,33893280,OnePlus,OnePlus 8,2019-11-03,2021-01-17,2022-01-07,796,No,No,Yes,Good,13.5,Good
6099,Smart Phone,21559341,Nokia,X20,2019-08-25,2021-04-26,2022-02-19,909,No,Yes,No,Average,6.38,Average
6100,Smart Phone,28715283,Apple,Iphone 6S,2017-05-05,2021-02-03,2022-02-10,1742,No,No,Yes,Poor,2.18,Poor
6101,Smart Phone,25327830,OnePlus,OnePlus nord,2018-11-07,2021-07-17,2022-01-14,1164,No,No,Yes,Average,9.88,Average
6102,Laptop,82068998,HP,Probook,2016-01-22,2021-01-15,2022-02-09,2210,No,No,Yes,Average,6.7,Average
6103,Feature Phone,61783614,Nokia,5310,2017-02-13,2021-02-27,2022-01-08,1790,No,Yes,No,Poor,4.41,Poor
6104,Smart Phone,64201009,Blackberry,Curve,2019-10-16,2021-07-30,2022-02-03,841,No,Yes,Yes,Average,8.6,Average
6105,Smart Phone,81882793,Nokia,G50,2018-05-29,2021-03-11,2022-02-19,1362,No,Yes,Yes,Poor,1.8,Poor
6106,Smart Phone,69978418,Oppo,Neo,2015-04-09,2021-02-14,2022-02-02,2491,No,Yes,No,Average,6.73,Average
6107,Smart Phone,87435450,OnePlus,OnePlus nord,2016-01-08,2021-01-01,2022-02-14,2229,No,Yes,Yes,Poor,1.66,Poor
6108,Laptop,59809067,Dell,Vostro,2017-07-18,2021-01-11,2022-01-02,1629,No,Yes,No,Good,14.99,Good
6109,Smart Phone,46786463,Blackberry,Q10,2015-02-18,2021-05-18,2022-01-01,2509,No,Yes,No,Average,6.21,Average
6110,Laptop,92619265,Dell,Vostro,2015-06-24,2021-02-01,2022-01-18,2400,No,No,Yes,Good,13.14,Good
6111,Smart Phone,28165675,Nokia,X10,2018-12-29,2021-06-24,2022-01-16,1114,Yes,Yes,Yes,Average,10.32,Average
6112,Laptop,61756687,Apple,MacBook,2019-10-05,2021-07-27,2022-01-08,826,No,No,No,Good,14.9,Good
6113,Smart Phone,30916739,Blackberry,Q10,2014-04-14,2021-03-17,2022-01-17,2835,No,No,No,Average,10.0,Average
6114,Feature Phone,77547231,Samsung,8000,2014-12-17,2021-05-24,2022-02-10,2612,No,No,Yes,Good,15.68,Good
6115,Smart Phone,97004776,Nokia,XR20,2019-07-30,2021-03-18,2022-01-03,888,Yes,No,Yes,Poor,4.34,Poor
6116,Feature Phone,34075005,Nokia,6300,2020-04-27,2021-07-13,2022-02-17,661,No,Yes,No,Good,13.0,Good
6117,Feature Phone,85646360,Samsung,125,2015-10-29,2021-07-13,2022-02-13,2299,Yes,No,Yes,Good,19.61,Good
6118,Laptop,53718204,Lenovo,ThinkPad,2017-01-07,2021-01-11,2022-01-26,1845,No,Yes,Yes,Good,14.29,Good
6119,Smart Phone,77612441,Blackberry,Torch,2015-07-26,2021-07-10,2022-02-03,2384,No,No,No,Good,12.12,Good
6120,Smart Phone,69179389,Blackberry,Passport,2017-10-09,2021-05-02,2022-01-06,1550,No,Yes,No,Good,13.25,Good
6121,Feature Phone,00375597,Samsung,6300,2020-03-09,2021-04-12,2022-02-06,699,Yes,No,Yes,Poor,1.0,Poor
6122,Smart Phone,07715006,Samsung,Galaxy S9,2016-04-11,2021-04-16,2022-02-08,2129,Yes,No,Yes,Good,15.2,Good
6123,Feature Phone,07129377,Nokia,125,2017-08-09,2021-06-04,2022-01-08,1613,No,Yes,No,Good,14.93,Good
6124,Feature Phone,14318771,Samsung,215,2015-02-27,2021-06-02,2022-01-07,2506,No,Yes,No,Average,10.4,Average
6125,Feature Phone,31991001,Nokia,215,2015-03-23,2021-01-21,2022-01-09,2484,No,No,No,Poor,4.89,Poor
6126,Smart Phone,43334605,Apple,Iphone X,2018-04-01,2021-02-03,2022-02-01,1402,No,No,Yes,Poor,3.34,Poor
6127,Smart Phone,89540695,Apple,Iphone 11,2018-04-15,2021-04-20,2022-01-09,1365,No,No,Yes,Average,9.19,Average
6128,Feature Phone,64123318,Samsung,8000,2018-05-14,2021-01-16,2022-01-01,1328,No,Yes,Yes,Poor,3.5,Poor
6129,Laptop,21182204,Apple,ProBook,2015-08-06,2021-03-03,2022-01-10,2349,No,Yes,Yes,Poor,2.35,Poor
