,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
5956,Laptop,53209979,HP,EliteBook,2016-05-20,2021-05-10,2022-02-18,2100 days,No,Yes,Yes,Average,9.9,Average
5957,Laptop,89658659,Dell,Inspiron,2018-12-29,2021-01-25,2022-02-18,1147 days,No,Yes,No,Poor,2.2,Poor
5958,Feature Phone,78031845,Nokia,8000,2018-05-08,2021-05-26,2022-02-18,1382 days,No,Yes,No,Average,9.75,Average
5959,Feature Phone,01690057,Samsung,8000,2017-07-29,2021-02-14,2022-02-18,1665 days,Yes,Yes,Yes,Poor,3.69,Poor
5960,Laptop,83219405,Dell,Vostro,2015-09-12,2021-01-01,2022-02-18,2351 days,No,Yes,Yes,Good,17.26,Good
5961,Smart Phone,91633224,Apple,Iphone XS,2015-10-27,2021-04-25,2022-02-18,2306 days,Yes,Yes,Yes,Average,9.14,Average
5962,Feature Phone,93777513,Samsung,6300,2015-03-16,2021-03-19,2022-02-18,2531 days,No,Yes,Yes,Average,7.29,Average
5963,Feature Phone,18978360,Nokia,6300,2018-02-12,2021-07-15,2022-02-18,1467 days,No,No,No,Poor,3.23,Poor
5964,Feature Phone,15222404,Samsung,6300,2019-05-08,2021-04-14,2022-02-18,1017 days,No,No,Yes,Good,18.99,Good
5965,Feature Phone,19753188,Nokia,6300,2014-10-20,2021-06-20,2022-02-18,2678 days,Yes,Yes,Yes,Average,7.69,Average
5966,Laptop,74597147,HP,EliteBook,2018-12-14,2021-04-23,2022-02-18,1162 days,No,No,No,Good,13.54,Good
5967,Feature Phone,27475102,Nokia,125,2016-06-24,2021-03-04,2022-02-18,2065 days,No,No,Yes,Average,8.86,Average
5968,Laptop,53082947,HP,Pavilion,2016-10-22,2021-01-05,2022-02-18,1945 days,Yes,Yes,Yes,Poor,1.25,Poor
5969,Laptop,27343395,Apple,MacBook,2017-06-30,2021-07-25,2022-02-18,1694 days,No,Yes,Yes,Good,13.39,Good
5970,Smart Phone,87313062,Blackberry,Q5,2020-02-11,2021-01-30,2022-02-18,738 days,No,Yes,No,Average,8.15,Average
5971,Laptop,88434254,Apple,MacBook,2018-11-24,2021-01-22,2022-02-18,1182 days,No,Yes,No,Good,11.71,Good
5972,Laptop,84109880,Lenovo,Ideapad,2019-06-16,2021-05-22,2022-02-18,978 days,No,No,No,Poor,1.1,Poor
5973,Smart Phone,79316064,OnePlus,OnePlus 7pro,2016-12-12,2021-07-10,2022-02-18,1894 days,No,No,Yes,Poor,1.1,Poor
5974,Smart Phone,28841760,Oppo,Neo,2014-12-12,2021-01-09,2022-02-18,2625 days,No,No,No,Poor,1.31,Poor
5975,Feature Phone,19578187,Samsung,8000,2020-11-15,2021-02-09,2022-02-18,460 days,No,Yes,Yes,Poor,1.16,Poor
5976,Laptop,44193539,Dell,Inspiron,2018-04-16,2021-02-06,2022-02-18,1404 days,No,No,Yes,Average,9.52,Average
5977,Feature Phone,25441987,Samsung,125,2015-10-03,2021-07-10,2022-02-18,2330 days,No,Yes,Yes,Poor,4.73,Poor
5978,Laptop,61516724,HP,Probook,2017-12-24,2021-03-06,2022-02-18,1517 days,Yes,No,Yes,Average,7.75,Average
5979,Feature Phone,53086679,Samsung,225,2018-11-08,2021-07-08,2022-02-18,1198 days,No,Yes,Yes,Average,8.46,Average
5980,Feature Phone,26236735,Nokia,225,2018-05-30,2021-07-26,2022-02-18,1360 days,No,Yes,Yes,Good,16.54,Good
5981,Feature Phone,23634534,Nokia,6300,2017-10-25,2021-02-18,2022-02-18,1577 days,No,No,Yes,Average,7.92,Average
5982,Feature Phone,04391661,Nokia,6300,2019-04-20,2021-04-18,2022-02-18,1035 days,Yes,No,Yes,Good,11.26,Good
5983,Smart Phone,82997571,Oppo,A11k,2020-06-22,2021-05-14,2022-02-18,606 days,No,No,Yes,Good,11.15,Good
5984,Laptop,38714382,Lenovo,Ideapad,2017-11-02,2021-05-08,2022-02-18,1569 days,No,No,No,Good,19.81,Good
5985,Feature Phone,72102220,Nokia,8000,2015-12-09,2021-05-10,2022-02-18,2263 days,No,Yes,No,Poor,1.18,Poor
5986,Smart Phone,29489503,Blackberry,Aurora,2018-08-22,2021-06-13,2022-02-18,1276 days,No,No,Yes,Good,19.4,Good
5987,Laptop,12836048,HP,Pavilion,2017-12-02,2021-03-23,2022-02-18,1539 days,No,Yes,Yes,Average,8.45,Average
5988,Laptop,40293837,HP,EliteBook,2017-05-13,2021-05-06,2022-02-18,1742 days,No,Yes,Yes,Good,12.51,Good
5989,Smart Phone,98004461,Nokia,G50,2019-07-07,2021-06-16,2022-02-18,957 days,Yes,Yes,Yes,Average,8.9,Average
5990,Feature Phone,42250111,Samsung,6300,2016-06-04,2021-04-22,2022-02-18,2085 days,No,No,Yes,Average,9.96,Average
5991,Smart Phone,59670940,Samsung,Galaxy A8s,2015-02-08,2021-03-13,2022-02-18,2567 days,No,Yes,No,Average,9.97,Average
5992,Smart Phone,98212729,Apple,Iphone 8,2019-12-21,2021-08-08,2022-02-18,790 days,Yes,No,Yes,Poor,4.39,Poor
5993,Feature Phone,12109555,Nokia,215,2017-06-05,2021-01-07,2022-02-18,1719 days,No,No,Yes,Good,12.12,Good
5994,Feature Phone,82090708,Nokia,8000,2014-06-18,2021-04-01,2022-02-18,2802 days,No,Yes,No,Average,8.75,Average
5995,Smart Phone,87199369,Samsung,Galaxy J7 duo,2020-01-11,2021-07-04,2022-02-18,769 days,Yes,No,Yes,Good,15.54,Good
5996,Feature Phone,98665884,Nokia,5310,2019-09-25,2021-03-19,2022-02-18,877 days,Yes,No,Yes,Good,14.53,Good
5997,Feature Phone,62013864,Samsung,8000,2019-03-16,2021-04-22,2022-02-18,1070 days,Yes,Yes,Yes,Good,17.44,Good
5998,Smart Phone,14615009,Nokia,T20,2017-09-08,2021-03-25,2022-02-18,1624 days,Yes,No,Yes,Poor,3.99,Poor
5999,Laptop,82465674,Lenovo,Ideapad,2019-02-11,2021-07-09,2022-02-18,1103 days,Yes,No,Yes,Good,16.61,Good
6000,Feature Phone,67781829,Nokia,125,2020-08-06,2021-04-12,2022-02-18,561 days,Yes,No,Yes,Poor,2.33,Poor
6001,Laptop,80018766,Apple,MacBook,2020-07-15,2021-04-14,2022-02-18,583 days,Yes,Yes,Yes,Poor,1.67,Poor
6002,Feature Phone,49069020,Samsung,225,2018-11-09,2021-01-13,2022-02-18,1197 days,No,No,Yes,Average,7.45,Average
6003,Laptop,93149563,HP,Pavilion,2016-11-16,2021-01-02,2022-02-18,1920 days,No,No,No,Good,14.56,Good
6004,Feature Phone,71982823,Samsung,8000,2016-04-12,2021-07-24,2022-02-18,2138 days,No,Yes,No,Good,16.75,Good
6005,Smart Phone,13242749,Samsung,Galaxy A6,2014-10-18,2021-06-19,2022-02-18,2680 days,No,Yes,No,Poor,3.63,Poor
6006,Feature Phone,68061951,Nokia,6300,2017-06-02,2021-07-29,2022-02-18,1722 days,Yes,Yes,Yes,Good,13.36,Good
6007,Laptop,62745420,HP,EliteBook,2015-07-17,2021-07-18,2022-02-18,2408 days,Yes,No,Yes,Average,9.87,Average
6008,Feature Phone,85891494,Nokia,225,2020-09-17,2021-04-04,2022-02-18,519 days,No,No,No,Average,7.5,Average
6009,Smart Phone,66135609,Blackberry,Leap,2017-01-13,2021-06-13,2022-02-18,1862 days,No,Yes,No,Average,8.11,Average
6010,Smart Phone,53549310,Apple,Iphone 6S,2016-05-09,2021-05-22,2022-02-18,2111 days,No,No,No,Good,12.67,Good
6011,Feature Phone,62950121,Samsung,215,2014-09-15,2021-01-29,2022-02-18,2713 days,Yes,No,Yes,Average,9.24,Average
6012,Laptop,71147567,Lenovo,Ideapad,2019-11-27,2021-03-29,2022-02-18,814 days,No,Yes,No,Average,7.22,Average
6013,Smart Phone,69832369,Nokia,X100,2019-04-17,2021-03-26,2022-02-18,1038 days,No,Yes,No,Poor,4.19,Poor
6014,Smart Phone,44861575,Oppo,N1,2017-01-23,2021-07-25,2022-02-18,1852 days,No,No,Yes,Average,8.6,Average
6015,Laptop,82815387,HP,EliteBook,2020-07-01,2021-05-25,2022-02-18,597 days,No,No,Yes,Good,15.49,Good
6016,Feature Phone,39690159,Nokia,6300,2015-09-30,2021-01-03,2022-02-18,2333 days,No,Yes,No,Good,13.8,Good
6017,Feature Phone,89755204,Nokia,125,2020-02-03,2021-03-10,2022-02-18,746 days,No,Yes,No,Average,9.13,Average
6018,Laptop,12654888,HP,EliteBook,2014-10-16,2021-02-19,2022-02-18,2682 days,Yes,No,Yes,Poor,1.11,Poor
6019,Smart Phone,07950124,Nokia,X20,2020-04-22,2021-02-27,2022-02-18,667 days,Yes,No,Yes,Poor,2.3,Poor
6020,Laptop,83454677,Dell,Inspiron,2020-02-17,2021-01-23,2022-02-18,732 days,Yes,No,Yes,Average,6.73,Average
6021,Laptop,46263704,Apple,MacBook,2016-08-30,2021-01-26,2022-02-18,1998 days,No,Yes,No,Good,17.39,Good
6022,Feature Phone,47896857,Samsung,6300,2019-03-14,2021-01-16,2022-02-18,1072 days,No,Yes,No,Poor,4.32,Poor
6023,Smart Phone,34294468,Blackberry,Leap,2014-09-07,2021-07-15,2022-02-18,2721 days,No,Yes,No,Good,12.31,Good
6024,Feature Phone,03390313,Samsung,125,2020-10-15,2021-03-19,2022-02-18,491 days,No,Yes,No,Average,7.79,Average
6025,Feature Phone,20353018,Samsung,225,2019-01-24,2021-02-13,2022-02-18,1121 days,No,Yes,No,Good,14.62,Good
6026,Laptop,73998860,Dell,Inspiron,2020-03-02,2021-06-14,2022-02-18,718 days,No,Yes,No,Poor,1.68,Poor
6027,Laptop,76346279,HP,Pavilion,2016-03-05,2021-04-29,2022-02-18,2176 days,Yes,No,Yes,Poor,1.13,Poor
6028,Feature Phone,23631625,Samsung,6300,2015-11-10,2021-04-24,2022-02-18,2292 days,No,Yes,Yes,Good,13.68,Good
6029,Laptop,17267571,Lenovo,ThinkPad,2019-08-30,2021-07-08,2022-02-18,903 days,No,No,No,Poor,1.79,Poor
6030,Feature Phone,73432395,Nokia,8000,2016-12-22,2021-05-16,2022-02-18,1884 days,No,Yes,Yes,Poor,3.3,Poor
6031,Feature Phone,48164771,Samsung,6300,2020-02-20,2021-02-12,2022-02-18,729 days,No,Yes,No,Average,6.55,Average
6032,Smart Phone,90431180,Blackberry,Aurora,2016-10-20,2021-07-30,2022-02-18,1947 days,No,Yes,Yes,Poor,2.8,Poor
6033,Smart Phone,27209202,Blackberry,Torch,2015-01-02,2021-05-12,2022-02-18,2604 days,Yes,Yes,Yes,Good,17.14,Good
6034,Smart Phone,22388292,Blackberry,Torch,2016-03-04,2021-03-14,2022-02-18,2177 days,No,No,No,Good,11.2,Good
6035,Feature Phone,23367876,Samsung,125,2019-02-10,2021-03-09,2022-02-18,1104 days,No,No,Yes,Poor,1.32,Poor
6036,Laptop,28413974,HP,Probook,2019-02-02,2021-04-08,2022-02-18,1112 days,No,Yes,No,Poor,4.4,Poor
6037,Laptop,08356628,Dell,Vostro,2015-03-16,2021-06-23,2022-02-18,2531 days,Yes,Yes,Yes,Good,12.93,Good
6038,Laptop,11234296,Dell,Vostro,2014-05-29,2021-01-21,2022-02-18,2822 days,Yes,No,Yes,Good,14.44,Good
6039,Feature Phone,18513219,Nokia,8000,2020-03-12,2021-01-21,2022-02-18,708 days,No,No,No,Average,9.34,Average
6040,Feature Phone,44584214,Samsung,125,2017-08-17,2021-03-25,2022-02-18,1646 days,No,No,No,Poor,1.36,Poor
6041,Feature Phone,13148393,Nokia,8000,2014-08-07,2021-04-12,2022-02-18,2752 days,Yes,No,Yes,Poor,4.92,Poor
6042,Laptop,99850173,Dell,Inspiron,2016-01-23,2021-05-07,2022-02-18,2218 days,No,No,Yes,Good,12.47,Good
6043,Feature Phone,07810596,Samsung,8000,2014-05-21,2021-04-08,2022-02-18,2830 days,No,No,Yes,Poor,1.0,Poor
6044,Smart Phone,54535657,Nokia,X100,2016-05-15,2021-06-08,2022-02-18,2105 days,Yes,Yes,Yes,Poor,3.7,Poor
6045,Laptop,81333547,Dell,Vostro,2020-11-09,2021-04-28,2022-02-18,466 days,No,Yes,No,Poor,1.91,Poor
6046,Laptop,83951923,Dell,Inspiron,2016-02-29,2021-06-22,2022-02-18,2181 days,No,Yes,No,Average,8.12,Average
6047,Smart Phone,59257264,OnePlus,OnePlus 8,2020-06-23,2021-07-22,2022-02-18,605 days,No,No,No,Poor,4.18,Poor
6048,Smart Phone,35829607,Nokia,G50,2017-12-15,2021-03-30,2022-02-18,1526 days,No,No,No,Good,17.64,Good
6049,Feature Phone,17759816,Samsung,225,2014-08-24,2021-07-05,2022-02-18,2735 days,Yes,Yes,Yes,Good,12.56,Good
6050,Smart Phone,95644387,Oppo,N1,2017-04-06,2021-08-06,2022-02-18,1779 days,No,Yes,No,Average,6.43,Average
6051,Smart Phone,70211719,Samsung,Galaxy S9,2014-08-27,2021-02-21,2022-02-18,2732 days,No,No,Yes,Poor,2.71,Poor
6052,Feature Phone,48652162,Samsung,225,2019-01-08,2021-01-09,2022-02-18,1137 days,Yes,Yes,Yes,Good,18.46,Good
6053,Feature Phone,48017428,Nokia,5310,2017-09-26,2021-05-17,2022-02-18,1606 days,Yes,Yes,Yes,Good,13.26,Good
6054,Feature Phone,23582712,Nokia,5310,2015-10-01,2021-03-26,2022-02-18,2332 days,No,Yes,Yes,Poor,2.56,Poor
6055,Feature Phone,81827329,Nokia,125,2020-06-28,2021-06-26,2022-02-18,600 days,Yes,No,Yes,Average,9.81,Average
6056,Laptop,15174512,Dell,Vostro,2016-08-30,2021-07-20,2022-02-18,1998 days,Yes,Yes,Yes,Average,6.84,Average
6057,Laptop,83231643,Lenovo,ThinkPad,2014-05-12,2021-06-22,2022-02-18,2839 days,No,Yes,Yes,Poor,3.19,Poor
6058,Laptop,85525580,Dell,Inspiron,2016-03-16,2021-05-24,2022-02-18,2165 days,No,No,Yes,Good,16.85,Good
6059,Feature Phone,46340658,Samsung,225,2016-02-15,2021-07-09,2022-02-18,2195 days,Yes,Yes,Yes,Average,9.43,Average
6060,Smart Phone,75296681,Nokia,C20 Plus,2019-01-10,2021-02-15,2022-02-18,1135 days,No,No,No,Average,6.99,Average
6061,Smart Phone,61661356,Oppo,R1,2017-03-18,2021-04-15,2022-02-18,1798 days,No,No,No,Good,19.65,Good
6062,Smart Phone,00309387,Nokia,X20,2016-09-25,2021-04-04,2022-02-18,1972 days,No,No,Yes,Poor,2.4,Poor
6063,Feature Phone,46081186,Samsung,5310,2017-05-24,2021-04-01,2022-02-18,1731 days,No,Yes,Yes,Good,17.58,Good
6064,Laptop,81931880,HP,EliteBook,2014-10-18,2021-07-30,2022-02-18,2680 days,No,Yes,No,Good,13.74,Good
6065,Feature Phone,15667366,Nokia,225,2016-04-12,2021-06-28,2022-02-18,2138 days,No,Yes,Yes,Good,17.4,Good
6066,Smart Phone,25338676,Oppo,A3s,2016-05-12,2021-06-15,2022-02-18,2108 days,No,Yes,No,Average,7.24,Average
6067,Laptop,70944013,HP,EliteBook,2018-07-01,2021-03-12,2022-02-18,1328 days,Yes,No,Yes,Good,11.6,Good
6068,Feature Phone,82897079,Nokia,8000,2017-05-06,2021-05-02,2022-02-18,1749 days,No,Yes,No,Poor,1.16,Poor
6069,Smart Phone,05821709,Oppo,N1,2020-05-28,2021-02-27,2022-02-18,631 days,No,Yes,Yes,Average,6.61,Average
6070,Smart Phone,56445916,Samsung,Galaxy J7 duo,2019-06-28,2021-04-15,2022-02-18,966 days,No,Yes,Yes,Poor,1.5,Poor
6071,Smart Phone,91931481,Blackberry,Keyone,2019-01-27,2021-01-21,2022-02-18,1118 days,Yes,Yes,Yes,Average,9.5,Average
6072,Feature Phone,50236688,Samsung,6300,2018-08-31,2021-02-20,2022-02-18,1267 days,No,Yes,No,Good,19.36,Good
6073,Smart Phone,90868016,OnePlus,OnePlus 7T,2016-01-22,2021-05-06,2022-02-18,2219 days,No,No,No,Average,7.53,Average
6074,Feature Phone,39465597,Samsung,6300,2016-10-10,2021-03-01,2022-02-18,1957 days,No,No,No,Average,9.93,Average
6075,Smart Phone,25713008,Nokia,XR20,2018-03-27,2021-08-06,2022-02-18,1424 days,No,No,Yes,Average,8.15,Average
6076,Laptop,21292972,Dell,Inspiron,2017-06-19,2021-02-23,2022-02-18,1705 days,No,No,No,Good,11.42,Good
6077,Smart Phone,28684046,OnePlus,OnePlus 9R,2018-11-20,2021-06-16,2022-02-18,1186 days,Yes,Yes,Yes,Average,9.39,Average
6078,Smart Phone,50132041,Apple,Iphone 11,2018-09-17,2021-03-25,2022-02-18,1250 days,Yes,No,Yes,Poor,3.46,Poor
6079,Feature Phone,80686040,Samsung,6300,2018-06-27,2021-01-28,2022-02-18,1332 days,No,Yes,No,Poor,4.4,Poor
6080,Feature Phone,85204898,Samsung,8000,2015-07-18,2021-02-28,2022-02-18,2407 days,No,Yes,No,Good,16.51,Good
6081,Smart Phone,07842092,OnePlus,OnePlus 8,2016-01-06,2021-07-16,2022-02-18,2235 days,No,No,No,Average,8.61,Average
6082,Smart Phone,84779014,Oppo,R1,2018-02-05,2021-04-14,2022-02-18,1474 days,Yes,Yes,Yes,Poor,3.75,Poor
6083,Smart Phone,60043894,OnePlus,OnePlus 6,2016-05-28,2021-01-10,2022-02-18,2092 days,No,No,No,Average,7.37,Average
6084,Laptop,57409269,HP,EliteBook,2020-09-30,2021-08-09,2022-02-18,506 days,No,Yes,No,Good,16.27,Good
6085,Feature Phone,60423207,Nokia,5310,2019-01-10,2021-08-05,2022-02-18,1135 days,No,Yes,Yes,Average,6.13,Average
6086,Laptop,43440658,Apple,ProBook,2014-02-02,2021-02-10,2022-02-18,2938 days,Yes,No,Yes,Good,15.83,Good
6087,Feature Phone,03666715,Nokia,8000,2015-04-29,2021-08-06,2022-02-18,2487 days,Yes,Yes,Yes,Poor,3.79,Poor
6088,Laptop,16012684,Apple,MacBook,2019-01-15,2021-08-08,2022-02-18,1130 days,No,Yes,No,Good,15.8,Good
6089,Feature Phone,56104387,Nokia,225,2019-03-28,2021-05-09,2022-02-18,1058 days,No,No,Yes,Poor,2.21,Poor
6090,Smart Phone,33877501,Oppo,N1,2017-01-25,2021-04-11,2022-02-18,1850 days,Yes,Yes,Yes,Poor,2.74,Poor
6091,Laptop,54380233,Dell,Inspiron,2020-05-21,2021-01-17,2022-02-18,638 days,No,No,No,Average,7.8,Average
6092,Laptop,31499125,Dell,Vostro,2016-04-22,2021-01-14,2022-02-18,2128 days,No,Yes,No,Average,6.98,Average
6093,Feature Phone,46994363,Nokia,225,2019-03-27,2021-04-06,2022-02-18,1059 days,No,No,No,Good,16.83,Good
6094,Smart Phone,29263103,Blackberry,Aurora,2016-07-29,2021-08-07,2022-02-18,2030 days,No,No,No,Average,8.19,Average
6095,Smart Phone,82419516,OnePlus,OnePlus 7,2014-04-25,2021-07-21,2022-02-18,2856 days,Yes,Yes,Yes,Good,16.8,Good
6096,Smart Phone,46544513,Blackberry,Leap,2020-12-15,2021-01-21,2022-02-18,430 days,No,No,No,Poor,4.6,Poor
6097,Laptop,50466696,HP,Pavilion,2014-03-23,2021-02-14,2022-02-18,2889 days,No,Yes,No,Average,6.88,Average
6098,Laptop,52480683,Lenovo,Ideapad,2019-12-07,2021-05-08,2022-02-18,804 days,No,No,No,Average,9.29,Average
6099,Feature Phone,62965927,Samsung,225,2018-02-01,2021-07-06,2022-02-18,1478 days,No,No,No,Average,9.96,Average
6100,Laptop,31486309,HP,Probook,2014-02-02,2021-06-21,2022-02-18,2938 days,No,Yes,No,Average,7.13,Average
6101,Smart Phone,90352249,Samsung,Galaxy Note 9,2019-04-24,2021-01-19,2022-02-18,1031 days,No,Yes,No,Good,11.59,Good
6102,Smart Phone,79230193,Oppo,A52,2016-05-15,2021-02-02,2022-02-18,2105 days,No,Yes,No,Poor,4.96,Poor
6103,Laptop,25130201,Lenovo,ThinkPad,2019-03-16,2021-07-16,2022-02-18,1070 days,No,Yes,No,Poor,4.67,Poor
6104,Laptop,21735530,Dell,Vostro,2015-11-23,2021-01-30,2022-02-18,2279 days,Yes,No,Yes,Poor,2.28,Poor
6105,Laptop,88004402,Dell,Inspiron,2015-10-28,2021-06-30,2022-02-18,2305 days,Yes,No,Yes,Good,11.48,Good
6106,Feature Phone,50098712,Samsung,215,2018-05-09,2021-07-02,2022-02-18,1381 days,Yes,Yes,Yes,Average,8.98,Average
6107,Laptop,56292640,Lenovo,ThinkPad,2015-03-22,2021-05-25,2022-02-18,2525 days,Yes,No,Yes,Poor,3.78,Poor
6108,Feature Phone,71572819,Samsung,6300,2014-09-19,2021-07-31,2022-02-18,2709 days,No,Yes,No,Poor,3.19,Poor
6109,Smart Phone,75679989,Apple,Iphone 5S,2017-02-25,2021-04-15,2022-02-18,1819 days,No,No,No,Poor,1.46,Poor
6110,Smart Phone,12972685,Nokia,T20,2020-04-08,2021-02-20,2022-02-18,681 days,No,Yes,No,Poor,3.61,Poor
6111,Smart Phone,53648525,Blackberry,Keyone,2019-12-30,2021-07-08,2022-02-18,781 days,No,No,No,Average,9.5,Average
6112,Laptop,89750438,Apple,MacBook,2020-10-05,2021-06-21,2022-02-18,501 days,No,No,No,Average,8.93,Average
6113,Smart Phone,26029382,Oppo,N1,2017-10-13,2021-05-06,2022-02-18,1589 days,No,Yes,No,Good,11.41,Good
6114,Laptop,77518743,HP,Pavilion,2016-06-29,2021-04-19,2022-02-18,2060 days,No,Yes,No,Good,11.51,Good
6115,Smart Phone,05727209,Blackberry,Passport,2019-01-20,2021-02-18,2022-02-18,1125 days,Yes,Yes,Yes,Average,7.13,Average
6116,Laptop,19966434,Apple,ProBook,2018-08-05,2021-07-14,2022-02-18,1293 days,No,No,Yes,Poor,4.44,Poor
6117,Feature Phone,40789446,Samsung,215,2015-08-17,2021-06-28,2022-02-18,2377 days,No,No,Yes,Average,7.23,Average
6118,Laptop,12691630,Dell,Inspiron,2018-09-12,2021-05-20,2022-02-18,1255 days,No,No,No,Average,9.65,Average
6119,Smart Phone,64849638,Blackberry,Curve,2018-04-05,2021-04-04,2022-02-18,1415 days,No,Yes,No,Average,9.2,Average
6120,Feature Phone,05912278,Samsung,6300,2014-08-31,2021-02-14,2022-02-18,2728 days,No,No,No,Average,9.22,Average
6121,Laptop,45306594,Dell,Inspiron,2018-09-03,2021-01-23,2022-02-18,1264 days,Yes,No,Yes,Good,14.31,Good
6122,Laptop,11580317,Lenovo,ThinkPad,2019-08-22,2021-02-11,2022-02-18,911 days,No,Yes,No,Good,12.54,Good
6123,Feature Phone,46440761,Nokia,6300,2018-06-08,2021-01-16,2022-02-18,1351 days,Yes,No,Yes,Good,17.65,Good
6124,Smart Phone,27868690,Oppo,A52,2016-09-04,2021-04-17,2022-02-18,1993 days,No,Yes,Yes,Poor,2.5,Poor
6125,Feature Phone,48046053,Samsung,8000,2017-08-06,2021-04-17,2022-02-18,1657 days,No,No,No,Good,12.69,Good
6126,Feature Phone,30642522,Samsung,215,2014-06-29,2021-05-17,2022-02-18,2791 days,No,No,No,Poor,4.86,Poor
6127,Smart Phone,58477724,Samsung,Galaxy A8s,2014-04-12,2021-01-19,2022-02-18,2869 days,No,Yes,Yes,Average,7.53,Average
6128,Laptop,77423535,Dell,Inspiron,2020-05-26,2021-05-26,2022-02-18,633 days,No,No,No,Good,15.83,Good
6129,Laptop,18483604,Lenovo,ThinkPad,2017-11-03,2021-01-08,2022-02-18,1568 days,Yes,Yes,Yes,Good,17.3,Good
6130,Smart Phone,30633322,Blackberry,Q10,2016-02-13,2021-07-16,2022-02-18,2197 days,No,No,Yes,Average,8.4,Average
6131,Laptop,13809676,HP,Probook,2016-02-22,2021-07-04,2022-02-18,2188 days,Yes,Yes,Yes,Good,13.71,Good
6132,Feature Phone,41152775,Nokia,215,2019-01-23,2021-01-14,2022-02-18,1122 days,Yes,No,Yes,Average,8.44,Average
6133,Laptop,17290425,Lenovo,ThinkPad,2014-01-03,2021-01-10,2022-02-18,2968 days,No,No,Yes,Average,7.55,Average
6134,Laptop,96561966,Lenovo,Ideapad,2015-08-05,2021-01-19,2022-02-18,2389 days,No,Yes,Yes,Average,9.62,Average
6135,Smart Phone,45785061,Nokia,XR20,2018-10-07,2021-05-23,2022-02-18,1230 days,No,Yes,Yes,Poor,4.3,Poor
6136,Smart Phone,04371939,Apple,Iphone 11,2018-11-11,2021-03-26,2022-02-18,1195 days,No,Yes,No,Average,8.18,Average
6137,Feature Phone,43220236,Nokia,5310,2018-05-09,2021-06-12,2022-02-18,1381 days,No,Yes,Yes,Poor,3.81,Poor
6138,Laptop,23237407,Lenovo,ThinkPad,2019-01-29,2021-03-05,2022-02-18,1116 days,Yes,No,Yes,Average,9.69,Average
6139,Feature Phone,78118270,Samsung,125,2017-08-31,2021-04-03,2022-02-18,1632 days,No,Yes,No,Average,7.36,Average
6140,Feature Phone,04978398,Nokia,6300,2020-03-03,2021-06-23,2022-02-18,717 days,No,Yes,No,Average,7.7,Average
6141,Feature Phone,61888777,Nokia,8000,2020-09-16,2021-07-21,2022-02-18,520 days,No,No,No,Poor,2.52,Poor
6142,Feature Phone,64503707,Nokia,215,2020-03-20,2021-04-15,2022-02-18,700 days,No,No,Yes,Poor,4.59,Poor
6143,Laptop,15786753,Dell,Inspiron,2019-01-23,2021-02-04,2022-02-18,1122 days,No,No,No,Average,6.4,Average
6144,Laptop,83886881,Apple,ProBook,2016-04-22,2021-05-29,2022-02-18,2128 days,No,No,No,Poor,3.63,Poor
6145,Feature Phone,95223643,Samsung,215,2018-08-24,2021-04-04,2022-02-18,1274 days,No,No,Yes,Good,19.8,Good
6146,Laptop,02941035,Apple,ProBook,2014-06-03,2021-02-16,2022-02-18,2817 days,No,No,No,Poor,4.75,Poor
6147,Feature Phone,74766055,Nokia,215,2017-04-20,2021-05-10,2022-02-18,1765 days,Yes,No,Yes,Good,14.11,Good
6148,Laptop,52988622,Apple,MacBook,2014-08-10,2021-02-14,2022-02-18,2749 days,No,Yes,Yes,Good,15.34,Good
6149,Feature Phone,63055979,Nokia,5310,2016-07-14,2021-04-13,2022-02-18,2045 days,Yes,Yes,Yes,Good,14.65,Good
6150,Laptop,38070488,Dell,Inspiron,2020-05-08,2021-01-30,2022-02-18,651 days,No,Yes,No,Average,7.35,Average
6151,Laptop,96332085,HP,Pavilion,2014-11-01,2021-04-30,2022-02-18,2666 days,No,Yes,No,Good,16.6,Good
6152,Laptop,56435221,Dell,Vostro,2017-01-25,2021-07-23,2022-02-18,1850 days,No,Yes,No,Average,9.59,Average
6153,Feature Phone,03739204,Nokia,6300,2019-11-16,2021-06-27,2022-02-18,825 days,No,No,No,Poor,2.96,Poor
6154,Laptop,75034733,Apple,ProBook,2017-01-09,2021-04-21,2022-02-18,1866 days,No,Yes,Yes,Good,12.87,Good
6155,Smart Phone,06539931,Blackberry,Curve,2018-10-12,2021-06-20,2022-02-18,1225 days,Yes,Yes,Yes,Good,19.67,Good
6156,Feature Phone,78746589,Samsung,5310,2017-07-01,2021-01-08,2022-02-18,1693 days,No,No,No,Poor,3.97,Poor
6157,Feature Phone,43775026,Samsung,125,2020-09-15,2021-07-08,2022-02-18,521 days,No,Yes,No,Good,18.29,Good
6158,Feature Phone,60559593,Nokia,215,2019-06-13,2021-07-06,2022-02-18,981 days,Yes,No,Yes,Good,17.17,Good
6159,Feature Phone,02990682,Samsung,225,2015-06-09,2021-06-01,2022-02-18,2446 days,No,No,Yes,Good,19.61,Good
6160,Laptop,76968662,Lenovo,Ideapad,2018-04-10,2021-06-19,2022-02-18,1410 days,No,Yes,No,Poor,3.45,Poor
